1bd4ac44333d782d69c7e3d0156c653e3a0047dcb6aca2bdfc837efa723d0219	20965	README.md
7a2500648c7da1d4363dc68c5d9bba31e67e43e1163c52f7d061bbadf777ebfb	57642	experiments/incumbent_gemma_bench.py
e03636bf05ae6e1230fc54c455b55a5b040f89f14878866d9ec8294b2eda5f7c	18263	tests/test_incumbent_gemma_bench.py
17040c9c21cdb2ca95bb64033a14f1bbf945803268f49ecc0a9828b7ffa2db68	162996	wkvm/runner/gemma_runner.py
f9d701d406970774970ee76bb04a86cc6443253892ff51900aee5c41849da5b0	307258	tests/test_gemma_token_pool.py
d14380fd1546d46bae19fc5c7db00dc57a31a85f59a8369008084df00a3e2a34	12163	experiments/results/gemma_high_concurrency_b32_audit_20260713.md
cce93f42b5ae8bc56aa01f14a2b9edf131d253bdcd847724e12650d56d62b2c8	30731	experiments/results/wkvm_gemma_native_graphguard_ctx16384_out128_uniform_b16_cap19_20260713.json
e281bb9c40e172a94fe3b57644f49dbef168c3def21a99a48c579acc03ede574	35600	experiments/results/wkvm_gemma_native_graphguard_ctx16384_out128_uniform_b24_cap19_20260713.json
2a82afb4fb5c0659dd3d9d6b8d178d518357cd339daf0485fdec02dfed8c69e7	40192	experiments/results/wkvm_gemma_native_graphguard_ctx16384_out128_uniform_b32_cap19_20260713.json
6bea04aab5e0beea673f0c9621c564f4831d2cdc9d0263f882aaa74f5614414f	40196	experiments/results/wkvm_gemma_native_graphguard_ctx16384_out128_uniform_b32_cap19_repeat2_20260713.json
46c53d862e08fb2159aed83b9551b50614c88e1f462f915fec44efcc0997e714	6016	experiments/results/wkvm_gemma_native_ctx16384_out128_uniform_b32_cap19_20260713.json
b381dbfa74205e2af23421f7bad6e35c5e8e30f46be7ea8c7007052281160dcc	12276	experiments/results/vllm_gemma_textonly_noinductor_fullgraph_ctx16384_out128_uniform_b32_cap19_20260713.json
9c9826def136800b40ae77652100333d3b5347ea5168289a06b6c7e3496403a4	12428	experiments/results/vllm_gemma_textonly_noinductor_fullgraph_ctx16384_out128_uniform_b32_cap19_final_20260713.json
daf330afcd5c67e6cb7e0d203f65d78bd6053ea59e938d1b0f309aa78e2a1e1f	12514	experiments/results/vllm_gemma_textonly_noinductor_fullgraph_ctx16384_out128_uniform_b32_cap19_final2_20260713.json
e3b2d806ed5d8e53cacc885387210967b602205a8183f0dedfd9d629821bc2cd	6734	experiments/results/sglang_gemma_textonly_fullgraph_ctx16384_out128_uniform_b32_cap19_20260713.json
cac7e695846dfe1ad4a2f5d643c68b4143e5075c89742fb163e65d1d7139da63	12251	experiments/results/sglang_gemma_textonly_fullgraph_ctx16384_out128_uniform_b32_mem082_cap19_20260713.json
cbb9c9e585f486b8295ac80befbe72f78a3c8153d763d02e5fb828442697558e	12359	experiments/results/sglang_gemma_textonly_fullgraph_ctx16384_out128_uniform_b32_mem082_cap19_final_20260713.json
33d9f122d65b71afe1aa019ea4a5fffd4389135a97d3caffdd477a4ec8975e0c	12490	experiments/results/sglang_gemma_textonly_fullgraph_ctx16384_out128_uniform_b32_mem082_cap19_final2_20260713.json
